fixture,team,goals,assists,shots_total_x,shots_on_x,passes_total,accurate_passes,fouls_committed,yellow_cards,red_cards,minutes,tackles,interceptions,shots_accuracy_for,pass_accuracy_team,expected_goals,goals_prevented,possession,corners,shots_total_y,shots_on_y,shots_on,shots_total,dominance_index,goal_conversion_rate,shot_on_target_ratio,control_index,cards_total,fouls_per_90_team,cards_per_90_team,cards_per_foul_team,fouls_per_duel_team,aggression_index_raw,aggression_index_norm,avg_goals_last_5,avg_cards_last_5,form_index_team
Angers vs Toulouse,Angers,1.0,1.0,11.0,4.0,473,411.0,11.0,3,0,989,19.0,11.0,0.36363636363636365,0.86892177589852,1.03,0,0.51,3,12,4,0,0,0.26025,0,0,0.6166092059920735,3,11.0,3,0.2727272727272727,0.36666666666666664,6.473333333333334,0.41499926474192445,1.4,2.0,0.09999999999999998
Le Havre vs Angers,Angers,1.0,1.0,6.0,3.0,407,311.0,8.0,1,0,989,16.0,10.0,0.5,0.7641277641277642,0.55,0,0.5,6,9,3,0,0,0.3125,0,0,0.5815287138681635,1,8.0,1,0.125,0.3076923076923077,4.361538461538461,0.2379898421268942,0.8,2.0,-0.19999999999999996
Lille vs Angers,Angers,0.0,0.0,2.0,1.0,469,396.0,10.0,0,0,1000,13.0,10.0,0.5,0.8443496801705757,0.37,0,0.46,2,6,1,0,0,0.22150000000000003,0,0,0.5905999165378872,0,10.0,0,0.0,0.43478260869565216,5.086956521739131,0.2987939636377586,0.6,1.4,-0.12
Lyon vs Angers,Angers,0.0,0.0,5.0,1.0,283,226.0,10.0,2,0,989,13.0,7.0,0.2,0.7985865724381626,1.18,1,0.33,4,10,2,0,0,0.20700000000000002,0,0,0.5358376287267266,2,10.0,2,0.2,0.5,5.699999999999999,0.3501789127983922,0.4,1.4,-0.21999999999999997
Marseille vs Angers,Angers,2.0,0.0,8.0,6.0,427,349.0,7.0,1,0,990,16.0,6.0,0.75,0.8173302107728337,1.04,0,0.41000000000000003,5,12,6,0,0,0.25775000000000003,0,0,0.6017461451417685,1,7.0,1,0.14285714285714285,0.3181818181818182,3.8636363636363633,0.19625597675693257,0.8,1.4,-0.019999999999999962
Metz vs Angers,Angers,1.0,0.0,10.0,4.0,443,387.0,7.0,1,0,990,24.0,6.0,0.4,0.873589164785553,2.27,2,0.45,3,10,4,0,0,0.23625000000000002,0,0,0.6097685885089844,1,7.0,1,0.14285714285714285,0.23333333333333334,3.8466666666666667,0.19483358658889272,0.8,1.0,0.10000000000000003
Nice vs Angers,Angers,1.0,1.0,6.0,4.0,534,454.0,9.0,1,0,1000,23.0,11.0,0.6666666666666666,0.850187265917603,0.8300000000000001,1,0.5,1,8,4,0,0,0.21875,0,0,0.6008963852523794,1,9.0,1,0.1111111111111111,0.2647058823529412,4.852941176470588,0.27917893298194724,0.8,1.0,0.10000000000000003
Paris FC vs Angers,Angers,0.0,0.0,5.0,1.0,365,287.0,7.0,1,0,1008,15.0,12.0,0.2,0.7863013698630137,0.64,0,0.37,1,7,1,0,0,0.16674999999999998,0,0,0.5172714800385404,1,7.0,1,0.14285714285714285,0.25925925925925924,3.8518518518518516,0.19526820580690488,0.8,1.2,0.040000000000000036
Paris Saint Germain vs Angers,Angers,0.0,0.0,3.0,0.0,195,141.0,9.0,0,0,995,34.0,14.0,0.0,0.7230769230769231,0.24,0,0.16,0,3,0,0,0,0.064,0,0,0.4211714890613973,0,9.0,0,0.0,0.1875,4.5375,0.25273883633155236,0.8,0.8,0.16000000000000003
Strasbourg vs Angers,Angers,0.0,0.0,2.0,1.0,400,310.0,11.0,2,0,990,20.0,12.0,0.5,0.775,0.32,0,0.34,5,5,1,0,0,0.22975,0,0,0.5723241590214068,2,11.0,2,0.18181818181818182,0.34375,6.168749999999999,0.3894692662124405,0.4,1.0,-0.09999999999999998
Toulouse vs Angers,Angers,1.0,0.0,5.0,2.0,417,333.0,15.0,3,0,988,21.0,15.0,0.4,0.7985611510791367,0.43,1,0.46,1,6,2,0,0,0.20275,0,0,0.5393035113193848,3,15.0,3,0.2,0.4166666666666667,8.483333333333334,0.5834763001813638,0.4,1.4,-0.21999999999999997
Angers vs Auxerre,Auxerre,0.0,0.0,10.0,5.0,465,391.0,14.0,2,0,1002,15.0,13.0,0.5,0.8408602150537634,0.7000000000000001,-1,0.51,3,12,5,0,0,0.26025,0,0,0.600131942389267,2,14.0,2,0.14285714285714285,0.5,7.699999999999999,0.5178177540316651,0.0,2.0,-0.6
Auxerre vs Le Havre,Auxerre,0.0,0.0,7.0,3.0,341,280.0,21.0,2,0,998,8.0,3.0,0.42857142857142855,0.8211143695014663,0.61,1,0.51,13,14,3,0,0,0.44775,0,0,0.6773385303164824,2,21.0,2,0.09523809523809523,1.9090909090909092,11.48181818181818,0.8348075629091265,0.0,2.0,-0.6
Auxerre vs Lens,Auxerre,1.0,0.0,9.0,2.0,514,420.0,10.0,3,0,997,20.0,6.0,0.2222222222222222,0.8171206225680934,1.71,0,0.5700000000000001,2,18,2,0,0,0.2655,0,0,0.5907468556265544,3,10.0,3,0.3,0.38461538461538464,5.976923076923077,0.3733904446614608,0.3333333333333333,2.3333333333333335,-0.5333333333333334
Auxerre vs Lille,Auxerre,2.0,1.0,13.0,8.0,350,300.0,21.0,5,2,965,20.0,9.0,0.6153846153846154,0.8571428571428571,2.97,0,0.45,10,18,8,0,0,0.36750000000000005,0,0,0.6606050677151594,7,21.0,7,0.3333333333333333,0.7241379310344828,12.744827586206895,0.9406722794183516,0.75,3.5,-0.675
Auxerre vs Lorient,Auxerre,1.0,1.0,6.0,3.0,361,291.0,18.0,3,0,1009,27.0,7.0,0.5,0.8060941828254847,1.44,0,0.44,4,7,3,0,0,0.251,0,0,0.563444644929562,3,18.0,3,0.16666666666666666,0.5294117647058824,10.005882352941176,0.7110954768653209,0.8,3.4,-0.62
Auxerre vs Lyon,Auxerre,0.0,0.0,8.0,5.0,237,175.0,10.0,1,0,992,13.0,18.0,0.625,0.7383966244725738,2.07,1,0.30000000000000004,7,12,5,0,0,0.25125000000000003,0,0,0.5291753764564704,1,10.0,1,0.1,0.3225806451612903,5.364516129032258,0.32205884910764965,0.8,3.2,-0.5599999999999999
Auxerre vs Marseille,Auxerre,0.0,0.0,7.0,4.0,450,386.0,12.0,3,1,1001,10.0,7.0,0.5714285714285714,0.8577777777777778,1.17,0,0.49,3,9,4,0,0,0.25225,0,0,0.6040035677879715,4,12.0,4,0.3333333333333333,0.7058823529411765,7.341176470588236,0.48774137369275444,0.8,3.6,-0.68
Auxerre vs Metz,Auxerre,3.0,2.0,11.0,7.0,340,285.0,10.0,2,0,988,18.0,10.0,0.6363636363636364,0.8382352941176471,1.94,0,0.39,5,14,7,0,0,0.24975000000000003,0,0,0.5855931822270193,2,10.0,2,0.2,0.35714285714285715,5.671428571428571,0.34778407220934543,1.2,3.4,-0.42000000000000004
Auxerre vs Monaco,Auxerre,0.0,0.0,6.0,2.0,282,203.0,12.0,3,1,975,25.0,20.0,0.3333333333333333,0.7198581560283688,0.67,0,0.33,5,9,2,0,0,0.22575,0,0,0.5086676101242762,4,12.0,4,0.3333333333333333,0.26666666666666666,7.253333333333334,0.4803784128229009,0.8,2.8,-0.43999999999999995
Auxerre vs Paris FC,Auxerre,0.0,0.0,8.0,2.0,415,340.0,8.0,1,0,990,11.0,6.0,0.25,0.8192771084337349,0.9400000000000001,0,0.49,7,12,2,0,0,0.32725000000000004,0,0,0.6240498692015769,1,8.0,1,0.125,0.47058823529411764,4.394117647058823,0.24072061058137284,0.6,2.4,-0.42
Auxerre vs Paris Saint Germain,Auxerre,0.0,0.0,5.0,0.0,301,232.0,10.0,0,0,996,18.0,9.0,0.0,0.770764119601329,0.33,0,0.31,2,8,0,0,0,0.1615,0,0,0.502430989464273,0,10.0,0,0.0,0.37037037037037035,5.074074074074074,0.29771416433834946,0.6,2.2,-0.36000000000000004
Auxerre vs Toulouse,Auxerre,1.0,1.0,4.0,1.0,300,231.0,12.0,1,1,971,26.0,7.0,0.25,0.77,0.75,0,0.4,3,6,1,0,0,0.21625000000000003,0,0,0.514243119266055,2,12.0,2,0.16666666666666666,0.36363636363636365,6.672727272727272,0.43171234921639307,0.8,1.8,-0.14
Lens vs Auxerre,Auxerre,0.0,0.0,4.0,0.0,434,335.0,20.0,5,0,990,26.0,17.0,0.0,0.771889400921659,0.55,0,0.52,5,5,0,0,0,0.30175,0,0,0.5811664129990558,5,20.0,5,0.25,0.46511627906976744,11.593023255813954,0.8441287077810823,0.2,2.4,-0.62
Nantes vs Auxerre,Auxerre,0.0,0.0,7.0,4.0,439,365.0,11.0,3,0,995,9.0,9.0,0.5714285714285714,0.8314350797266514,0.68,0,0.5700000000000001,9,14,4,0,0,0.39675000000000005,0,0,0.6624683043893196,3,11.0,3,0.2727272727272727,0.6111111111111112,6.522222222222222,0.4190971030831822,0.2,2.2,-0.56
Nice vs Auxerre,Auxerre,1.0,1.0,10.0,8.0,389,309.0,15.0,2,1,946,19.0,5.0,0.8,0.794344473007712,1.51,0,0.45,4,12,8,0,0,0.255,0,0,0.5661324811521741,3,15.0,3,0.2,0.625,8.525,0.5869687760403902,0.4,2.6,-0.5800000000000001
Paris FC vs Auxerre,Auxerre,1.0,1.0,7.0,3.0,419,357.0,17.0,1,0,998,15.0,12.0,0.42857142857142855,0.8520286396181385,1.11,0,0.45,3,11,3,0,0,0.23625000000000002,0,0,0.5916488763839928,1,17.0,1,0.058823529411764705,0.6296296296296297,8.925925925925927,0.6205741548616899,0.6,2.8,-0.54
Paris Saint Germain vs Auxerre,Auxerre,0.0,0.0,7.0,3.0,333,256.0,10.0,2,0,997,25.0,11.0,0.42857142857142855,0.7687687687687688,0.71,0,0.34,5,12,3,0,0,0.22975,0,0,0.5487192467697055,2,10.0,2,0.2,0.2777777777777778,5.655555555555555,0.34645360521543056,0.4,2.8,-0.6399999999999999
Rennes vs Auxerre,Auxerre,2.0,0.0,6.0,4.0,395,308.0,15.0,3,0,990,20.0,9.0,0.6666666666666666,0.779746835443038,1.51,0,0.48,2,7,4,0,0,0.2295,0,0,0.5356685247551581,3,15.0,3,0.2,0.5172413793103449,8.50344827586207,0.5851623230098593,0.8,2.4,-0.31999999999999995
Stade Brestois 29 vs Auxerre,Auxerre,0.0,0.0,6.0,1.0,450,374.0,9.0,2,0,995,15.0,15.0,0.16666666666666666,0.8311111111111111,0.74,0,0.5,6,10,1,0,0,0.3125,0,0,0.628170234454638,2,9.0,2,0.2222222222222222,0.3,5.159999999999999,0.3049164256654085,0.8,2.2,-0.26
Strasbourg vs Auxerre,Auxerre,0.0,0.0,5.0,1.0,380,318.0,16.0,1,0,995,15.0,15.0,0.2,0.8368421052631579,0.43,0,0.36,3,6,1,0,0,0.20024999999999998,0,0,0.5721290037019153,1,16.0,1,0.0625,0.5333333333333333,8.406666666666668,0.577050144600755,0.6,1.8,-0.24000000000000005
Toulouse vs Auxerre,Auxerre,0.0,0.0,6.0,2.0,463,376.0,13.0,2,0,1005,11.0,9.0,0.3333333333333333,0.8120950323974082,0.91,0,0.5,4,8,2,0,0,0.275,0,0,0.5976377302659824,2,13.0,2,0.15384615384615385,0.65,7.2299999999999995,0.47842262634184596,0.4,2.0,-0.39999999999999997
Auxerre vs Le Havre,Le Havre,1.0,0.0,8.0,4.0,349,287.0,12.0,2,0,990,18.0,9.0,0.5,0.8223495702005731,0.9400000000000001,1,0.49,5,9,4,0,0,0.28975,0,0,0.580402613846464,2,12.0,2,0.16666666666666666,0.4444444444444444,6.688888888888888,0.4330670065192882,1.0,2.0,-0.09999999999999998
Le Havre vs Angers,Le Havre,2.0,2.0,9.0,6.0,398,325.0,15.0,1,0,997,19.0,10.0,0.6666666666666666,0.8165829145728644,1.02,0,0.5,6,11,6,0,0,0.3125,0,0,0.6050039955127318,1,15.0,1,0.06666666666666667,0.5172413793103449,7.903448275862069,0.5348706706398774,1.5,1.5,0.30000000000000004
Le Havre vs Lens,Le Havre,1.0,0.0,13.0,6.0,526,438.0,17.0,3,0,1008,14.0,10.0,0.46153846153846156,0.8326996197718631,1.8900000000000001,0,0.5700000000000001,7,18,6,0,0,0.35925000000000007,0,0,0.6647060789990814,3,17.0,3,0.17647058823529413,0.7083333333333334,9.541666666666668,0.6721851870006373,1.3333333333333333,2.0,0.06666666666666665
Le Havre vs Lille,Le Havre,0.0,0.0,10.0,7.0,339,261.0,15.0,1,0,989,15.0,9.0,0.7,0.7699115044247787,1.18,1,0.43,6,14,7,0,0,0.2845,0,0,0.5636254769830316,1,15.0,1,0.06666666666666667,0.625,7.925,0.5366771236704083,1.0,1.75,-0.025000000000000022
Le Havre vs Lorient,Le Havre,1.0,1.0,11.0,2.0,555,472.0,20.0,3,0,1004,15.0,9.0,0.18181818181818182,0.8504504504504504,2.47,0,0.6000000000000001,6,13,2,0,0,0.35250000000000004,0,0,0.6699499958674271,3,20.0,3,0.15,0.8333333333333334,11.066666666666666,0.8000098034410078,1.0,2.0,-0.09999999999999998
Le Havre vs Monaco,Le Havre,0.0,0.0,5.0,1.0,349,266.0,9.0,0,0,989,16.0,9.0,0.2,0.7621776504297995,0.25,0,0.47000000000000003,5,7,1,0,0,0.28175000000000006,0,0,0.5503166539610771,0,9.0,0,0.0,0.36,4.572,0.25563060634282636,0.8,1.6,-0.07999999999999996
Le Havre vs Nantes,Le Havre,1.0,1.0,11.0,4.0,470,402.0,15.0,3,0,990,16.0,11.0,0.36363636363636365,0.8553191489361702,0.9400000000000001,0,0.65,8,17,4,0,0,0.41000000000000003,0,0,0.671390461318238,3,15.0,3,0.2,0.5555555555555556,8.511111111111111,0.5858046174207147,0.6,2.0,-0.3
Le Havre vs Nice,Le Havre,3.0,2.0,10.0,8.0,326,256.0,13.0,1,0,998,12.0,4.0,0.8,0.7852760736196319,2.56,0,0.41000000000000003,0,12,8,0,0,0.16400000000000003,0,0,0.49233222641226243,1,13.0,1,0.07692307692307693,0.8125,6.9624999999999995,0.4560009313268957,1.0,1.6,0.020000000000000018
Le Havre vs Paris FC,Le Havre,0.0,0.0,9.0,2.0,389,328.0,10.0,0,0,998,8.0,8.0,0.2222222222222222,0.8431876606683805,1.71,0,0.44,7,13,2,0,0,0.30725,0,0,0.6280540749825083,0,10.0,0,0.0,0.625,5.125,0.3019827459438263,1.0,1.4,0.08000000000000002
Le Havre vs Rennes,Le Havre,2.0,1.0,9.0,2.0,390,316.0,13.0,1,0,989,13.0,15.0,0.2222222222222222,0.8102564102564103,1.71,0,0.43,3,10,2,0,0,0.22825,0,0,0.5618942601740766,1,13.0,1,0.07692307692307693,0.4642857142857143,6.892857142857142,0.45016350739109423,1.2,1.0,0.3
Le Havre vs Stade Brestois 29,Le Havre,1.0,1.0,7.0,3.0,412,351.0,12.0,1,0,997,14.0,14.0,0.42857142857142855,0.8519417475728155,1.01,0,0.46,5,13,3,0,0,0.27775000000000005,0,0,0.6144647575784566,1,12.0,1,0.08333333333333333,0.42857142857142855,6.385714285714285,0.40765508693551433,1.4,1.2,0.33999999999999997
Le Havre vs Strasbourg,Le Havre,2.0,2.0,12.0,7.0,388,332.0,15.0,2,0,997,27.0,5.0,0.5833333333333334,0.8556701030927835,0.91,0,0.51,9,15,7,0,0,0.37275,0,0,0.6589894857971563,2,15.0,2,0.13333333333333333,0.46875,8.19375,0.5592035929611293,1.6,1.0,0.5
Lens vs Le Havre,Le Havre,0.0,0.0,7.0,2.0,410,319.0,10.0,2,0,1007,16.0,12.0,0.2857142857142857,0.7780487804878049,0.55,0,0.46,3,8,2,0,0,0.24025000000000002,0,0,0.5519066532408443,2,10.0,2,0.2,0.35714285714285715,5.671428571428571,0.34778407220934543,1.0,1.2,0.14
Lyon vs Le Havre,Le Havre,0.0,0.0,10.0,4.0,271,213.0,18.0,4,0,990,12.0,7.0,0.4,0.7859778597785978,1.31,0,0.43,4,10,4,0,0,0.247,0,0,0.5258635476263019,4,18.0,4,0.2222222222222222,0.9473684210526315,10.389473684210525,0.7432478800058819,1.0,2.0,-0.09999999999999998
Marseille vs Le Havre,Le Havre,2.0,2.0,6.0,3.0,238,181.0,13.0,2,1,946,10.0,5.0,0.5,0.7605042016806722,0.48,-1,0.26,1,8,3,0,0,0.12275000000000001,0,0,0.46553497545807315,3,13.0,3,0.23076923076923078,0.8666666666666667,7.573333333333334,0.5072006274202245,1.0,2.4,-0.21999999999999997
Metz vs Le Havre,Le Havre,0.0,0.0,4.0,2.0,367,306.0,16.0,2,0,1000,12.0,4.0,0.5,0.8337874659400545,0.27,0,0.47000000000000003,6,10,2,0,0,0.3005,0,0,0.6041261488721679,2,16.0,2,0.125,1.0,8.799999999999999,0.6100191167099651,0.8,2.6,-0.38
Monaco vs Le Havre,Le Havre,1.0,1.0,7.0,4.0,243,175.0,14.0,1,0,990,16.0,8.0,0.5714285714285714,0.720164609053498,0.6000000000000001,-1,0.26,4,9,4,0,0,0.179,0,0,0.4843942311322536,1,14.0,1,0.07142857142857142,0.5833333333333334,7.416666666666666,0.49406891819028476,0.6,2.4,-0.42
Paris Saint Germain vs Le Havre,Le Havre,0.0,0.0,10.0,4.0,313,235.0,8.0,1,0,998,25.0,11.0,0.4,0.7507987220447284,1.19,0,0.35000000000000003,4,12,4,0,0,0.21500000000000002,0,0,0.521118015456615,1,8.0,1,0.125,0.2222222222222222,4.344444444444444,0.23655703151806282,0.6,2.2,-0.36000000000000004
Rennes vs Le Havre,Le Havre,1.0,1.0,5.0,4.0,341,249.0,14.0,4,0,1111,23.0,14.0,0.8,0.7302052785923754,0.75,0,0.46,6,7,4,0,0,0.2965,0,0,0.544383984861937,4,14.0,4,0.2857142857142857,0.3783783783783784,8.275675675675675,0.566070555629891,0.8,2.2,-0.26
Strasbourg vs Le Havre,Le Havre,0.0,0.0,8.0,1.0,467,406.0,16.0,2,0,988,25.0,8.0,0.125,0.8693790149892934,0.65,0,0.51,3,10,1,0,0,0.26025,0,0,0.615002963152139,2,16.0,2,0.125,0.48484848484848486,8.696969696969697,0.6013831764040087,0.4,2.0,-0.39999999999999997
Toulouse vs Le Havre,Le Havre,0.0,0.0,7.0,3.0,427,344.0,14.0,2,0,990,27.0,14.0,0.42857142857142855,0.8056206088992974,1.3,0,0.54,2,9,3,0,0,0.2535,0,0,0.5583913442050005,2,14.0,2,0.14285714285714285,0.34146341463414637,7.668292682926829,0.5151600650852839,0.4,2.0,-0.39999999999999997
Angers vs Lens,Lens,2.0,2.0,16.0,6.0,509,437.0,11.0,1,0,989,25.0,19.0,0.375,0.8585461689587426,2.05,0,0.55,8,17,6,0,0,0.37,0,0,0.6849305768341113,1,11.0,1,0.09090909090909091,0.25,5.85,0.36275182589088767,2.0,1.0,0.7
Auxerre vs Lens,Lens,2.0,2.0,5.0,4.0,397,324.0,21.0,7,1,973,16.0,13.0,0.8,0.8161209068010076,0.41000000000000003,0,0.43,2,7,4,0,0,0.20950000000000002,0,0,0.55446718122925,8,21.0,8,0.38095238095238093,0.7241379310344828,13.044827586206896,0.9658181056033426,2.0,4.5,-0.34999999999999987
Le Havre vs Lens,Lens,2.0,1.0,5.0,3.0,407,348.0,16.0,1,0,999,19.0,17.0,0.6,0.855036855036855,1.07,0,0.43,0,6,3,0,0,0.17200000000000001,0,0,0.5519832593227089,1,16.0,1,0.0625,0.4444444444444444,8.38888888888889,0.5755600215675702,2.0,3.3333333333333335,0.0
Lens vs Auxerre,Lens,1.0,1.0,14.0,7.0,407,329.0,19.0,2,0,994,23.0,18.0,0.5,0.8083538083538083,2.66,0,0.48,1,19,7,0,0,0.21075,0,0,0.5411417359811854,2,19.0,2,0.10526315789473684,0.4634146341463415,10.192682926829267,0.7267529927394758,1.75,3.0,-0.02499999999999991
Lens vs Le Havre,Lens,1.0,1.0,12.0,3.0,473,399.0,20.0,1,0,1004,23.0,17.0,0.25,0.8435517970401691,2.08,0,0.54,4,15,3,0,0,0.29100000000000004,0,0,0.616424216562898,1,20.0,1,0.05,0.5,10.4,0.7441301896965835,1.6,2.6,0.020000000000000018
Lens vs Lille,Lens,3.0,1.0,13.0,6.0,326,256.0,17.0,1,0,1002,19.0,17.0,0.46153846153846156,0.7852760736196319,3.54,0,0.38,4,15,6,0,0,0.22700000000000004,0,0,0.5423322264122624,1,17.0,1,0.058823529411764705,0.4722222222222222,8.894444444444446,0.6179353953237587,1.8,2.6,0.12
Lens vs Lorient,Lens,3.0,3.0,8.0,6.0,627,560.0,8.0,2,0,990,13.0,9.0,0.75,0.8931419457735247,2.09,0,0.58,7,9,6,0,0,0.36324999999999996,0,0,0.7258140921528174,2,8.0,2,0.25,0.36363636363636365,4.672727272727272,0.2640735079831202,2.0,1.4,0.5800000000000001
Lens vs Lyon,Lens,0.0,0.0,14.0,5.0,444,377.0,13.0,2,0,1001,12.0,11.0,0.35714285714285715,0.8490990990990991,1.3800000000000001,1,0.55,12,18,5,0,0,0.445,0,0,0.710329366063311,2,13.0,2,0.15384615384615385,0.5652173913043478,7.213043478260869,0.4770013405139986,1.6,1.6,0.32000000000000006
Lens vs Marseille,Lens,1.0,0.0,8.0,5.0,339,271.0,12.0,3,0,996,19.0,6.0,0.625,0.799410029498525,1.8,0,0.31,4,8,5,0,0,0.199,0,0,0.5533747395199048,3,12.0,3,0.25,0.48,6.996,0.4588088819175531,1.6,1.8,0.26
Lens vs Nice,Lens,2.0,2.0,10.0,5.0,418,344.0,17.0,0,0,994,15.0,15.0,0.5,0.8229665071770335,1.65,-1,0.46,2,15,5,0,0,0.22150000000000003,0,0,0.5643119997658868,0,17.0,0,0.0,0.5666666666666667,8.613333333333333,0.5943728248615264,1.8,1.6,0.42000000000000004
Lens vs Paris FC,Lens,2.0,2.0,7.0,3.0,402,327.0,11.0,2,0,989,24.0,7.0,0.42857142857142855,0.8134328358208955,1.6300000000000001,0,0.43,11,11,3,0,0,0.37825,0,0,0.6671521977269614,2,11.0,2,0.18181818181818182,0.3548387096774194,6.170967741935484,0.38965515605655004,1.6,1.8,0.26
Lens vs Rennes,Lens,3.0,3.0,6.0,3.0,429,363.0,12.0,4,1,955,17.0,10.0,0.5,0.8461538461538461,1.16,-1,0.51,4,9,3,0,0,0.279,0,0,0.6042695836273818,5,12.0,5,0.4166666666666667,0.4444444444444444,7.588888888888889,0.508504485074261,1.6,2.4,0.08000000000000007
Lens vs Stade Brestois 29,Lens,3.0,1.0,19.0,10.0,581,495.0,7.0,1,0,989,15.0,6.0,0.5263157894736842,0.8519793459552496,3.99,2,0.68,15,30,10,0,0,0.55325,0,0,0.791165513956218,1,7.0,1,0.14285714285714285,0.3333333333333333,3.8666666666666667,0.19650997500122544,2.2,2.2,0.44000000000000006
Lens vs Strasbourg,Lens,1.0,1.0,8.0,5.0,552,472.0,13.0,2,1,1002,20.0,10.0,0.625,0.855072463768116,1.92,0,0.55,3,13,5,0,0,0.27625,0,0,0.6338435713335993,3,13.0,3,0.23076923076923078,0.43333333333333335,7.486666666666667,0.4999362776334494,2.2,2.2,0.44000000000000006
Marseille vs Lens,Lens,1.0,1.0,4.0,2.0,471,411.0,16.0,3,0,990,21.0,9.0,0.5,0.8726114649681529,1.01,0,0.46,2,7,2,0,0,0.22150000000000003,0,0,0.6053424297317829,3,16.0,3,0.1875,0.5333333333333333,9.006666666666668,0.6273417969707368,2.0,2.8,0.16000000000000003
Metz vs Lens,Lens,0.0,0.0,7.0,2.0,524,459.0,15.0,2,0,1008,14.0,3.0,0.2857142857142857,0.8759541984732825,1.32,0,0.54,5,10,2,0,0,0.30975,0,0,0.660721747554684,2,15.0,2,0.13333333333333333,0.8823529411764706,8.276470588235293,0.566137184740079,1.6,2.8,-0.039999999999999925
Monaco vs Lens,Lens,4.0,3.0,15.0,12.0,459,396.0,19.0,2,0,1000,17.0,14.0,0.8,0.8627450980392157,3.16,1,0.5,4,20,12,0,0,0.275,0,0,0.6217395214966721,2,19.0,2,0.10526315789473684,0.6129032258064516,10.22258064516129,0.7292590021678255,1.8,2.2,0.24
